"","Name","Sample","Percent","Times","Area"
"1","Bacteria_5120m.csv",1,0.5,1,10.5182836724092
"2","Bacteria_5120m.csv",1,0.5,2,10.5558447749979
"3","Bacteria_5120m.csv",1,0.5,3,11.4027211460115
"4","Bacteria_5120m.csv",1,0.5,4,9.11275926274951
"5","Bacteria_5120m.csv",1,0.5,5,11.4795123384557
"6","Bacteria_5120m.csv",1,0.5,6,11.8226043275083
"7","Bacteria_5120m.csv",1,0.5,7,10.505905693079
"8","Bacteria_5120m.csv",1,0.5,8,10.3552368731104
"9","Bacteria_5120m.csv",1,0.5,9,9.95092600724118
"10","Bacteria_5120m.csv",1,0.5,10,9.74942973106712
"11","Bacteria_5120m.csv",2,0.5,1,5.3211673337499
"12","Bacteria_5120m.csv",2,0.5,2,5.21879840737614
"13","Bacteria_5120m.csv",2,0.5,3,5.39992815502462
"14","Bacteria_5120m.csv",2,0.5,4,5.13327356752218
"15","Bacteria_5120m.csv",2,0.5,5,4.79748614281218
"16","Bacteria_5120m.csv",2,0.5,6,6.26877989396205
"17","Bacteria_5120m.csv",2,0.5,7,5.02906424269599
"18","Bacteria_5120m.csv",2,0.5,8,5.64429460854056
"19","Bacteria_5120m.csv",2,0.5,9,6.12811467282132
"20","Bacteria_5120m.csv",2,0.5,10,6.31621428610437
"21","Bacteria_5120m.csv",3,0.5,1,10.4103687468584
"22","Bacteria_5120m.csv",3,0.5,2,11.3513909660596
"23","Bacteria_5120m.csv",3,0.5,3,9.72783239633706
"24","Bacteria_5120m.csv",3,0.5,4,11.0091736442765
"25","Bacteria_5120m.csv",3,0.5,5,10.6154822306419
"26","Bacteria_5120m.csv",3,0.5,6,10.7808421914222
"27","Bacteria_5120m.csv",3,0.5,7,11.7157647908332
"28","Bacteria_5120m.csv",3,0.5,8,10.6222456154102
"29","Bacteria_5120m.csv",3,0.5,9,11.1695231069037
"30","Bacteria_5120m.csv",3,0.5,10,10.8533968296994
"31","Bacteria_5120m.csv",4,0.5,1,10.1773656609195
"32","Bacteria_5120m.csv",4,0.5,2,11.5813847756777
"33","Bacteria_5120m.csv",4,0.5,3,10.1158835583462
"34","Bacteria_5120m.csv",4,0.5,4,9.21648616389084
"35","Bacteria_5120m.csv",4,0.5,5,10.0401837944013
"36","Bacteria_5120m.csv",4,0.5,6,8.26959799463528
"37","Bacteria_5120m.csv",4,0.5,7,9.66458260179191
"38","Bacteria_5120m.csv",4,0.5,8,9.9752888870968
"39","Bacteria_5120m.csv",4,0.5,9,9.94320457099847
"40","Bacteria_5120m.csv",4,0.5,10,10.8268121333102
"41","Bacteria_5120m.csv",5,0.5,1,10.9175166343026
"42","Bacteria_5120m.csv",5,0.5,2,12.1767596982994
"43","Bacteria_5120m.csv",5,0.5,3,9.50866791742018
"44","Bacteria_5120m.csv",5,0.5,4,9.35048549442841
"45","Bacteria_5120m.csv",5,0.5,5,9.86395458462172
"46","Bacteria_5120m.csv",5,0.5,6,9.8951615331383
"47","Bacteria_5120m.csv",5,0.5,7,9.89459138286946
"48","Bacteria_5120m.csv",5,0.5,8,9.29633865226609
"49","Bacteria_5120m.csv",5,0.5,9,9.4279411675517
"50","Bacteria_5120m.csv",5,0.5,10,11.4237962520551
"51","Bacteria_5120m.csv",6,0.5,1,6.10322208041941
"52","Bacteria_5120m.csv",6,0.5,2,6.96785723412171
"53","Bacteria_5120m.csv",6,0.5,3,7.11674699778994
"54","Bacteria_5120m.csv",6,0.5,4,6.28017806198995
"55","Bacteria_5120m.csv",6,0.5,5,6.99591915666234
"56","Bacteria_5120m.csv",6,0.5,6,6.49450217723345
"57","Bacteria_5120m.csv",6,0.5,7,7.26142695391827
"58","Bacteria_5120m.csv",6,0.5,8,6.17206566654601
"59","Bacteria_5120m.csv",6,0.5,9,7.11957673313688
"60","Bacteria_5120m.csv",6,0.5,10,6.71920346320537
"61","Bacteria_5120m.csv",7,0.5,1,11.0639726090633
"62","Bacteria_5120m.csv",7,0.5,2,9.19262217004344
"63","Bacteria_5120m.csv",7,0.5,3,8.9869744513344
"64","Bacteria_5120m.csv",7,0.5,4,11.3336903344777
"65","Bacteria_5120m.csv",7,0.5,5,10.4566912181858
"66","Bacteria_5120m.csv",7,0.5,6,10.7411026711297
"67","Bacteria_5120m.csv",7,0.5,7,9.38328136829078
"68","Bacteria_5120m.csv",7,0.5,8,10.2162501385701
"69","Bacteria_5120m.csv",7,0.5,9,10.5912063628344
"70","Bacteria_5120m.csv",7,0.5,10,10.8286096287231
"71","Bacteria_5120m.csv",8,0.5,1,8.23936704208775
"72","Bacteria_5120m.csv",8,0.5,2,7.35894910626764
"73","Bacteria_5120m.csv",8,0.5,3,6.31773824096575
"74","Bacteria_5120m.csv",8,0.5,4,7.38555127522153
"75","Bacteria_5120m.csv",8,0.5,5,6.55709916869065
"76","Bacteria_5120m.csv",8,0.5,6,6.96026302164572
"77","Bacteria_5120m.csv",8,0.5,7,6.89106315226754
"78","Bacteria_5120m.csv",8,0.5,8,6.43449621876613
"79","Bacteria_5120m.csv",8,0.5,9,7.18010884376803
"80","Bacteria_5120m.csv",8,0.5,10,6.92719439656071
"81","Bacteria_5120m.csv",9,0.5,1,11.0198227764739
"82","Bacteria_5120m.csv",9,0.5,2,10.43821434463
"83","Bacteria_5120m.csv",9,0.5,3,11.4867997950314
"84","Bacteria_5120m.csv",9,0.5,4,9.88696453030202
"85","Bacteria_5120m.csv",9,0.5,5,11.2518809234351
"86","Bacteria_5120m.csv",9,0.5,6,11.1228785774536
"87","Bacteria_5120m.csv",9,0.5,7,10.9422133760202
"88","Bacteria_5120m.csv",9,0.5,8,10.2678413148691
"89","Bacteria_5120m.csv",9,0.5,9,8.8610076991615
"90","Bacteria_5120m.csv",9,0.5,10,10.5563387242317
"91","Bacteria_5120m.csv",10,0.5,1,10.0798414928364
"92","Bacteria_5120m.csv",10,0.5,2,9.47954008993123
"93","Bacteria_5120m.csv",10,0.5,3,11.1876157300939
"94","Bacteria_5120m.csv",10,0.5,4,11.387518322418
"95","Bacteria_5120m.csv",10,0.5,5,9.43292160844564
"96","Bacteria_5120m.csv",10,0.5,6,10.804527668106
"97","Bacteria_5120m.csv",10,0.5,7,11.2451975489199
"98","Bacteria_5120m.csv",10,0.5,8,9.63495337887149
"99","Bacteria_5120m.csv",10,0.5,9,10.6896555895611
"100","Bacteria_5120m.csv",10,0.5,10,10.48856201421
"101","Bacteria_5120m.csv",11,0.5,1,10.4645656286407
"102","Bacteria_5120m.csv",11,0.5,2,9.66382266598166
"103","Bacteria_5120m.csv",11,0.5,3,10.2155182863505
"104","Bacteria_5120m.csv",11,0.5,4,9.1882183794057
"105","Bacteria_5120m.csv",11,0.5,5,10.8692998091637
"106","Bacteria_5120m.csv",11,0.5,6,11.0071685165596
"107","Bacteria_5120m.csv",11,0.5,7,10.0534824998972
"108","Bacteria_5120m.csv",11,0.5,8,10.7219239996104
"109","Bacteria_5120m.csv",11,0.5,9,11.0009145126296
"110","Bacteria_5120m.csv",11,0.5,10,9.67585293460286
"111","Bacteria_5120m.csv",12,0.5,1,8.65187172538554
"112","Bacteria_5120m.csv",12,0.5,2,9.70990031602411
"113","Bacteria_5120m.csv",12,0.5,3,9.31047096669631
"114","Bacteria_5120m.csv",12,0.5,4,9.59210356609224
"115","Bacteria_5120m.csv",12,0.5,5,8.67289327667555
"116","Bacteria_5120m.csv",12,0.5,6,10.2706273917061
"117","Bacteria_5120m.csv",12,0.5,7,9.09287396615472
"118","Bacteria_5120m.csv",12,0.5,8,10.2711672152423
"119","Bacteria_5120m.csv",12,0.5,9,7.76946203067643
"120","Bacteria_5120m.csv",12,0.5,10,7.62693952546963
"121","Bacteria_5120m.csv",13,0.5,1,11.2383601441611
"122","Bacteria_5120m.csv",13,0.5,2,10.8076567687404
"123","Bacteria_5120m.csv",13,0.5,3,10.2492441636221
"124","Bacteria_5120m.csv",13,0.5,4,10.2517122358067
"125","Bacteria_5120m.csv",13,0.5,5,8.92528202924177
"126","Bacteria_5120m.csv",13,0.5,6,10.6374821220984
"127","Bacteria_5120m.csv",13,0.5,7,10.4701882433968
"128","Bacteria_5120m.csv",13,0.5,8,10.540178551546
"129","Bacteria_5120m.csv",13,0.5,9,10.6220811223137
"130","Bacteria_5120m.csv",13,0.5,10,10.1380605936835
"131","Bacteria_5120m.csv",14,0.5,1,7.19839777423045
"132","Bacteria_5120m.csv",14,0.5,2,7.64415112281509
"133","Bacteria_5120m.csv",14,0.5,3,6.5355669884111
"134","Bacteria_5120m.csv",14,0.5,4,7.76505815758111
"135","Bacteria_5120m.csv",14,0.5,5,7.87997024365544
"136","Bacteria_5120m.csv",14,0.5,6,6.97672036121388
"137","Bacteria_5120m.csv",14,0.5,7,7.60019814193955
"138","Bacteria_5120m.csv",14,0.5,8,5.94708605178655
"139","Bacteria_5120m.csv",14,0.5,9,6.92919664916535
"140","Bacteria_5120m.csv",14,0.5,10,6.74057820854658
"141","Bacteria_5120m.csv",15,0.5,1,10.9723568220101
"142","Bacteria_5120m.csv",15,0.5,2,11.8895639486285
"143","Bacteria_5120m.csv",15,0.5,3,10.3016466419184
"144","Bacteria_5120m.csv",15,0.5,4,10.2574742294229
"145","Bacteria_5120m.csv",15,0.5,5,11.1558367729818
"146","Bacteria_5120m.csv",15,0.5,6,11.9170373373841
"147","Bacteria_5120m.csv",15,0.5,7,11.9474470611975
"148","Bacteria_5120m.csv",15,0.5,8,11.565688944009
"149","Bacteria_5120m.csv",15,0.5,9,11.1252424364108
"150","Bacteria_5120m.csv",15,0.5,10,10.6475126715003
"151","Bacteria_5120m.csv",16,0.5,1,9.35412484284728
"152","Bacteria_5120m.csv",16,0.5,2,10.7800369820611
"153","Bacteria_5120m.csv",16,0.5,3,9.55579549710683
"154","Bacteria_5120m.csv",16,0.5,4,10.0367151495365
"155","Bacteria_5120m.csv",16,0.5,5,8.87835930778714
"156","Bacteria_5120m.csv",16,0.5,6,9.13201666296577
"157","Bacteria_5120m.csv",16,0.5,7,9.04734606360519
"158","Bacteria_5120m.csv",16,0.5,8,8.43285300108594
"159","Bacteria_5120m.csv",16,0.5,9,10.3692141707418
"160","Bacteria_5120m.csv",16,0.5,10,8.94279338653392
"161","Bacteria_5120m.csv",17,0.5,1,11.8352676975371
"162","Bacteria_5120m.csv",17,0.5,2,11.2404224013098
"163","Bacteria_5120m.csv",17,0.5,3,10.8639082319173
"164","Bacteria_5120m.csv",17,0.5,4,9.54978372401681
"165","Bacteria_5120m.csv",17,0.5,5,10.9724469923994
"166","Bacteria_5120m.csv",17,0.5,6,10.3307543243489
"167","Bacteria_5120m.csv",17,0.5,7,11.340976537949
"168","Bacteria_5120m.csv",17,0.5,8,11.0091683653143
"169","Bacteria_5120m.csv",17,0.5,9,10.3946319135716
"170","Bacteria_5120m.csv",17,0.5,10,9.38397559480253
"171","Bacteria_5120m.csv",18,0.5,1,10.0143807707117
"172","Bacteria_5120m.csv",18,0.5,2,10.6606752167136
"173","Bacteria_5120m.csv",18,0.5,3,9.22711667364741
"174","Bacteria_5120m.csv",18,0.5,4,10.8117278405265
"175","Bacteria_5120m.csv",18,0.5,5,9.48059817801225
"176","Bacteria_5120m.csv",18,0.5,6,10.1692271853635
"177","Bacteria_5120m.csv",18,0.5,7,9.61078703893742
"178","Bacteria_5120m.csv",18,0.5,8,10.9132543300902
"179","Bacteria_5120m.csv",18,0.5,9,9.70348241002977
"180","Bacteria_5120m.csv",18,0.5,10,10.892196261348
"181","Bacteria_5120m.csv",19,0.5,1,10.1525894947022
"182","Bacteria_5120m.csv",19,0.5,2,9.86921517201571
"183","Bacteria_5120m.csv",19,0.5,3,11.4182599914561
"184","Bacteria_5120m.csv",19,0.5,4,9.98026369178514
"185","Bacteria_5120m.csv",19,0.5,5,10.330780978335
"186","Bacteria_5120m.csv",19,0.5,6,11.9369569103372
"187","Bacteria_5120m.csv",19,0.5,7,9.99613963646673
"188","Bacteria_5120m.csv",19,0.5,8,9.86469675011236
"189","Bacteria_5120m.csv",19,0.5,9,10.1823441153709
"190","Bacteria_5120m.csv",19,0.5,10,10.562950533894
"191","Bacteria_5120m.csv",20,0.5,1,7.43947086280481
"192","Bacteria_5120m.csv",20,0.5,2,7.5025773155068
"193","Bacteria_5120m.csv",20,0.5,3,7.86738177629092
"194","Bacteria_5120m.csv",20,0.5,4,7.54413614491576
"195","Bacteria_5120m.csv",20,0.5,5,6.62302808876412
"196","Bacteria_5120m.csv",20,0.5,6,8.14998726563794
"197","Bacteria_5120m.csv",20,0.5,7,7.6464199538817
"198","Bacteria_5120m.csv",20,0.5,8,8.61760568706946
"199","Bacteria_5120m.csv",20,0.5,9,7.94985053351469
"200","Bacteria_5120m.csv",20,0.5,10,7.9978034450688
